sku,title,description,vendor,type,tags,price,images
brisker-cold-weather-riding-gloves,Brisker Cold Weather Riding Gloves,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Mother Nature has met her match with this low profile glove engineered to keep you going fast in cooler weather. Get the perfect amount of insulation to block out damp, cool weather while maintaining exceptional dexterity and control of your bike.</p>
<div class=""col-row divider-shadow"">
<div class=""col50"">
<ol>
<li>PERFORATED DUAL-LAYER PALM<br><span>Improves comfort and protects against blisters</span>
</li>
<li>LIGHTLY INSULATED SOFT-SHELL TOP HAND<br><span>Creates a barrier against colder temperatures</span>
</li>
<li>SILICONE PRINTED PALM GRAPHICS<br><span>Increase grip in damp conditions</span>
</li>
<li>REFLECTIVE GRAPHICS ON TOP OF HAND<br><span>Offer a clean look with improved visibility</span>
</li>
<li>MOISTURE-WICKING MICROFIBER INTERIOR<br><span>Provides the perfect level of insulation</span>
</li>
<li>TPR WRIST CLOSURE SYSTEM<br><span>With hook and loop backi ensures proper fit</span>
</li>
<li>INTEGRATED TECH-THREAD<br><span>Keeps you connected with your Touchscreen Phone</span>
</li>
</ol>
</div>
<div class=""col50""><img src=""https://cdn.shopify.com/s/files/1/0081/1222/files/features-brisker.svg?27102""></div>
</div>",Brisker,Apparel,,16,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775
quad-lock-univeral-phone-mount,Quad Lock Universal Phone Mount,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Quad Lock Universal Bike Mount Kit is designed to allow almost any smart phone to be attached to your bike. Using a strong 3M VHB adhesive, the Universal Adaptor can be adhered to the rear of your phone. If you prefer you can also adhere the adaptor to the rear of a protective case so you can remove the case when you need to mount your phone. <br>The Quad Lock Universal mount gives you the freedom to incorporate the Quad Lock Mounting Systems with almost any device with a flat, smooth surface.</p>
<p class=""tertiary""><strong>NOTE:THE UNIVERSAL ADAPTOR WILL ADHERE TO MOST FLAT/HARD NON-POROUS SURFACES. IT WILL NOT ADHERE TO CURVED SURFACES OR SILICON, TPU, RUBBER/RUBBERISED OR HEAVILY TEXTURED MATERIALS. WE WILL NOT REFUND YOUR PURCHASES IF YOU ADHERE THE ADAPTOR TO UNSUITABLE MATERIALS, CASES OR DEVICES.</strong></p>
<p class=""tertiary""><strong>THIS WILL NOT ADHERE TO THE LIFEPROOF IP5 FRE CASE BUT DOES ADHERE TO THE LIFEPROOF NUUD SERIES.</strong></p>
<p><strong>Looking for an <a href=""/products/quad-lock-iphone-mount"">iPhone Bike Mount</a>?</strong></p>",Quadlock,Bike Accessories,"Accessories, Essentials, Phone, Phone Accessories, Tech",39.95,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_main_WEB.jpeg?v=1438624767
quad-lock-iphone-mount,Quad Lock iPhone Mount,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Quad Lock® Bike Mount for the iPhone is the lightest and strongest iPhone Bike Mount available thanks to the Patent Pending Quad Lock dual lock system. The iPhone bike kit is supplied with everything you need.</p>
<p>Now your iPhone can be fully utilized to track your fitness via apps like Strava or MapMyRide and navigate your city with ease. You will never miss another message or tweet again and stopping to screen your calls will be a thing of the past.</p>
<p>Compatible with iPhone 5, iPhone 5S, and iPhone 6 models.</p>
<p><strong>Looking for a <a href=""/products/quad-lock-univeral-phone-mount"">Universal Phone Bike Mount</a>?</strong></p>",Quadlock,Bike Accessories,"Accessories, Essentials, Phone, Phone Accessories, Tech",59.99,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit2_WEB.jpeg?v=1438624761
pure-city-swallow-saddle,Pure City Swallow Saddle,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The top speed of a typical cow is 25mph. Not bad for 1400 pounds of meat but, we knew we could do better, and we have! After some diligent engineering (stripping away the slow bits, only using leather from the fastest part of the cow, etc…) we’ve developed the Leather Swallow Saddle, a stylish piece of beef capable of some serious speed. Top it off with classic lines, a variety of colors, and you’ve got our most moooving saddle yet.</p>",Pure Fix Cycles,Saddle,"Black, Brown, Honey, Leather, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts, Things We Love",90,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Tan_WEB.jpeg?v=1438624751
pure-city-vintage-leather-saddle,Pure City Vintage Leather Saddle,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>There’s nothing like the comfort and class of a leather saddle. Whether you’re popping out to the bar or in the middle of a tweed ride, with this saddle you’ll be floating on a stylish cloud of cow.</p>",Pure Fix Cycles,Saddle,"Black, Brown, Honey, Leather, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts, Things We Love",90,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Tan_WEB.jpeg?v=1438624741
pure-city-leather-saddle-bag,Pure City Leather Saddle Bag,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Cows are tough. Stand-outside-their-whole-lives-and-don’t-fall-apart-tough. That’s why leather’s been the saddle bag material of choice since the wild west. Sure, without the rest of the cow, you can’t be quite as hard on ‘em, but with a little love this saddle bag will stylishly tote your gear for as long as you have your bike.</p>",Pure Fix Cycles,Saddle,"Accessories, Bags, Black, Brown, Honey, Parts, Pure CIty, Saddle Bags, Saddles and Seatposts",59,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Brown_WEB.jpeg?v=1438624731
pure-city-leather-bottle-holder,Pure City Leather Bottle Holder,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The top speed of a typical cow is 25mph. Not bad for 1400 pounds of meat but, we knew we could do better, and we have! After some diligent engineering (stripping away the slow bits, only using leather from the fastest part of the cow, etc…) we’ve developed the Leather Swallow Saddle, a stylish piece of beef capable of some serious speed. Top it off with classic lines, a variety of colors, and you’ve got our most moooving saddle yet.</p>",Pure Fix Cycles,Water Bottle Holder,"Accessories, Black, Bottles and Cages, Brown, Honey, Pure CIty, Saddle, Saddles, Saddles and Seatposts",22,https://cdn.shopify.com/s/files/1/0923/8062/products/PCBottleHolder_3RD_Brown_WEB.jpeg?v=1438624726
pure-fix-grip-set,Pure Fix Grip Set,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Get a grip! Heck, get two. These comfy rubber grips absorb road shock and they come in a bunch of colors so they’ll make your eyes as happy as your hands!</p>",Pure Fix Cycles,Grips,"Bars and Tape, Bars Tape Grips and Stems, Black, Blue, Glow, Glow In The Dark, Glow Series, Green, Grey, Grips, Grips and Tape, Orange, Parts, Purple, Red, White, Yellow",12,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_BLACK_3RD_WEB.jpeg?v=1438624719
reynolds-carbon-pro-wheel,Reynolds 66mm Carbon Tubular Pro Wheel,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Reynolds 66mm Carbon Tubular Pro Wheel</h3>
<p class=""lead"">Excuses are cheap. Losing another race, being late for another date, getting chumped again by the grandma on the mountain bike; they're not the end of the world - and they're a heck of a lot cheaper than these wheels.</p>
<p>But maybe that's not good enough for you. Maybe you've gone as far as you want to go on excuses and now you want to see how you'll do with nothing standing in your way. These tubeless Reynolds wheels weigh a combined 3lbs 13oz, are made from race-ready carbon fiber, and are buttery smooth. They're not guaranteed to make you win, but they're guaranteed to prevent any post-race blame-game-ing about your equipment not being up to the task. Heads up though, there's a lot of pressure when the weakest part of your bike is you; are you ready for that?</p>",Pure Fix Cycles,Wheelsets,"700C Wheelsets, Accessories, Wheels, Wheelset, Wheelsets, Wheelsets and Accessories",1100,https://cdn.shopify.com/s/files/1/0923/8062/products/Reynolds_Rim_Black_3RD_WEB.jpeg?v=1438624708
pure-fix-pro-carbon-fork,Pure Fix Pro Carbon Fork,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Shed Weight.</h3>
<p class=""lead"">Whether you’re trying to shed weight for race day or just take the bite out of the rough streets on your commute, our new carbon fork is the upgrade you’ve been waiting for!</p>",Pure Fix Cycles,Forks,"Black, Fork, Forks, Framesets, Parts",199,https://cdn.shopify.com/s/files/1/0923/8062/products/Carbon-Fork_Black_Side_upright_05_WEB.jpeg?v=1438624701
pure-city-leather-tape,Pure City Leather Handlebar Tape,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p><strong>Comes as a set of TWO rolls.</strong></p>
<p>Leather has been used to wrap all sorts of handles for centuries. From Vikings to Samurai, everyone seems to love leather, and for good reason. It’s durable, comfortable, and looks down right regal! And now you can bring that same style and comfort to your bike. Our leather handlebar tape comes in a variety of colors and includes matching embossed bar ends to bring it all together. Whether you go with black, brown, or honey, our leather handlebar tape is sure to add a dash of comfort and class to your ride!</p>",Pure City Cycles,Bar Tape,"Bars and Tape, Bars Tape Grips and Stems, Black, Brown, City Accessories, Essentials, Grips and Tape, Handlebar Tape, Honey, Leather, Parts, Pure City, Things We Love",59,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Tan_WEB.jpeg?v=1438624694
monkeylight-m204-wheel-light,Monkeylight M204 Wheel Light,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><div class=""col-row""><center><iframe width=""1280"" height=""720"" src=""//www.youtube.com/embed/fxemvQZHltw"" frameborder=""0"" allowfullscreen=""""></iframe></center></div>
<div class=""col-row""></div>",Monkeylectric,Light,Lights,26,https://cdn.shopify.com/s/files/1/0923/8062/products/m204-wheel-front-web.jpeg?v=1438624690
hiplok-dlock,Hiplok DLock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p><iframe allowfullscreen="""" frameborder=""0"" height=""360"" src=""//www.youtube.com/embed/6RutEWU2Lkc?feature=player_detailpage"" width=""640""></iframe></p>",Hiplok,Lock,"Accessories, Essential, Essentials, Hiplok, Lock, Locks, Safety, Safety Gear",84.99,https://cdn.shopify.com/s/files/1/0923/8062/products/Hiplock_RedBlack_Seamless_Side_1.jpeg?v=1438624686
siva-juliet,Siva Juliet,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><!-- col-row -->
<div class=""col-row"">
<div class=""col50"">
<h3>Our Most Popular Platform</h3>
<p>We started with the Juliet, our best-selling model of all time for its sleek lines, smooth ride, and no-nonsense speed. A flip-flop hub comes standard so you can ride single-speed or fixed, dual water bottle bosses on the frame let you stay hydrated, and we carry over 100 parts and accessories that’ll fit, so the only limit to customization is your imagination.</p>
</div>
<div class=""col50"">
<h3>Don’t Waste Watts</h3>
<p>The Siva Atom converts your bike’s motion into electricity, so you’re not just the motor, you’re a generator! And thanks to the removable battery, the power you put into the pedals gets harnessed to breathe new life into dying electronics. Never worry about getting to the party with a dead phone again! Siva Juliet will get you wherever you’re going with speed, style, and plenty of juice.</p>
</div>
</div>
<!-- end col-row -->",Pure Fix Cycles,Fixed Gear Bicycle,"43cm, 47cm, 50cm, 54cm, 58cm, 61cm, 64cm, Bicycle, Bicycles, Bike, Black, Fixed Gear, Fixie, Matte Black, Pure Fix Cycles",429,https://cdn.shopify.com/s/files/1/0923/8062/products/Sivia-Atom_Juliet_Side_WEB_f156ff3a-d97f-4aca-adb7-443d1668138d.jpeg?v=1442433245
siva-atom,Siva Atom,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><!-- col-row -->
<div class=""col-row divider-shadow"">
<p class=""float-left-big""><img src=""https://cdn.shopify.com/s/files/1/0081/1222/files/hand-left-xxlg-no-thumb.jpg?27407""></p>
<div class=""col50 float-right"">
<h3>Will the Atom work with fenders or a rack?</h3>
<p>The Atom works well with fenders as it mounts inside the confines of the frame. Aaron has fenders on his bike (a Surly Cross-Check) and the Atom fits great. For racks, depending on the type of rack and the mounting point on the frame, there may be a need for a small spacer (~5mm). We’ve tested it on all the bikes we can get a hold of and the 5mm rule has been holding true.</p>
<h3>How much resistance does the Atom add to riding?</h3>
<p>The resistance is very small, and is proportional to how large your charging load is. At full generating capacity, it is akin to riding with your tires at 70 psi instead of 90 psi, or pedaling up a 0.3% grade. In our use around town, it is very difficult to tell that it’s on the bike.</p>
</div>
</div>
<!-- col-row -->
<div class=""col-row""><img src=""https://cdn.shopify.com/s/files/1/0081/1222/files/siva.jpg?4587599440015074598""></div>
<!-- end col-row --> <!-- end col-row --> <!-- col-row -->
<div class=""col-row""><iframe src=""//player.vimeo.com/video/116985777?title=0&amp;byline=0&amp;portrait=0&amp;color=3498db"" width=""1080"" height=""607"" frameborder=""0"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen=""""></iframe></div>
<!-- end col-row -->",Siva Cycles,Bike Accessories,"Accessories, Tech, Things We Love, Tools and Maintenance, Wheelsets and Accessories",129,https://cdn.shopify.com/s/files/1/0923/8062/products/siva-unit.jpeg?v=1438624670
park-tool-aws-1-4mm-5mm-6mm-y-wrench,Park Tool AWS-1 4mm 5mm 6mm Y-Wrench,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>A favorite of professional mechanics around the world! The 4mm 5mm 6mm Y-Wrench allows for quick insertion into bolt heads. This baby is made from heat treated Bondhus Protanium, so it will last a lifetime. Plus, it's made in the USA!</p>",Park Tool,Tools,"Accessories, Essential, Essentials, Safety Gear, Tool, Tools, Tools and Maintenance, Wrench",9.99,https://cdn.shopify.com/s/files/1/0923/8062/products/aws-1.jpeg?v=1438624660
keirin-pro-head-set,Keirin Pro Headset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This Keirin  1 1/8"" threadless headset will be perfect for your <a href=""/pages/keirin-track-bikes"" title=""Track Frames"">Keirin Track Frameset</a>.</p>
<p>It comes in a polished black or alloy.</p>
<h3>Specs:</h3>
<ul>
<li>1 1/8” Integrated Headset</li>
<li>Campy Compatible (41.8 x 45 x 45)</li>
<li>Sealed Bearings</li>
<li>11mm stack height</li>
<li>89.9 grams</li>
</ul>",Pure Fix Cycles,Head Set,"Headset, Headsets, Neco, Parts",30,https://cdn.shopify.com/s/files/1/0923/8062/products/Pro-Headset_Black_Front_WEB.jpeg?v=1438624658
premium-ergo-leather-grip-set,Premium Ergo Leather Grip Set,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Picture this, you’re heading home after a long day at the saw mill. Your hands are dry and chapped, caked with the dusty debris of your labor. As you approach your bike your hands begin to glisten in sweet anticipation of wrapping their fingers around these ergonomic leather grips. Or maybe you’re a cosmetician; you spend your day caring for the hands of others, pampering, preening, and making presentable those phalangied friends. Grab a pair of these grips and each day the last set of hands you spoil will be your own. Available in 3 colors (we’d make more, but we’re still waiting on the geneticists to breed some more colorful cows), so there’s something for every taste and style! They’ll fit any of our Pure City bars so grab some today or apologize to your hands tomorrow.</p>",Pure City Cycles,Grips,"Bars and Tape, Bars Tape Grips and Stems, Black, Brown, City Accessories, Grips, Grips and Tape, Leather, Parts, Pure City, Things We Love, White",40,https://cdn.shopify.com/s/files/1/0923/8062/products/PC3S_3RD_Brown_WEB.jpeg?v=1438624652
golf-orange-bicycle,Golf,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>A metallic tangerine frame and chrome components highlight the Golf ‘s organic awesomeness. If you’re lookin’ for the freshest whip around, look no further!</p>",Pure Fix Cycles,Fixed Gear Bicycle,"50cm, 54cm, 58cm, Bicycle, Bike, Black, Fixed Gear, Fixie, Gray, Grey, Matte Grey, Pure Fix Cycles",329,https://cdn.shopify.com/s/files/1/0923/8062/products/GOLF_2015_SEAMLESS_SIDE_01_WEB.jpeg?v=1442433547
topeak-mini-dual-dxg-hand-pump,Topeak Mini Dual DXG Hand Pump,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Don’t let flats slow you down! The Topeak Mini Dual DXG packs a punch-full of pump in a package small enough for your pack, jersey pocket, or mounted right on the bike. The dual action pump will get you aired back up twice as fast as a standard one and the in-line pressure gauge means you don’t have to sacrifice precision for portability.</p>
<h3>Specifications</h3>
<ul>
<li>Automatically adjusts to fit Schrader and Presta valves.</li>
<li>Dual action pump – inflates tires twice as fast.</li>
<li>Pumps to 120psi / 8bar</li>
<li>In-line pressure gauge</li>
<li>Ergonomic handle</li>
<li>Aluminum barrel</li>
<li>Includes water-bottle boss mount.</li>
</ul>",Topeak,Pumps,"Accessories, Essential, Essentials, Presta Valve, Pump, Pumps, Safety Gear, Tool, Tools and Maintenance, Wheelsets and Accessories",20,https://cdn.shopify.com/s/files/1/0923/8062/products/mini-pump-topeak.jpeg?v=1438624636
nano-co2-inflator,Nano CO2 Inflator,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>When you’re in a hurry, pumps are for chumps.  The Nano CO2 Inflator will have that new tube aired up in no time so you can get back to riding! Thanks to the twist-to-inflate head, it’s the most controllable CO2 inflator ever (so no more wasting canisters), and at only 23 grams you’ll never have a reason to leave home without it!</p>
<div class=""textile"">
<h3>Features:</h3>
<ul>
<li>Fits Presta and Schrader valves</li>
<li>Fits disc and aero wheels</li>
<li>Weight: 23 grams</li>
<li>Includes 16 gram CO2 cartridge</li>
<li>Lifetime warranty</li>
<li>Accepts 12, 16, 20, 25 gram threaded and BigAir cartridges</li>
<li>Twist-to-inflate lets you control the airflow</li>
</ul>
</div>",Portland Design Works,Pumps,"Accessories, Alloy, Essential, Essentials, Pump, Pumps, Safety Gear, Tools and Maintenance, Wheelsets and Accessories",14.99,https://cdn.shopify.com/s/files/1/0923/8062/products/nano-co2-pump.jpeg?v=1438624624
charlie,Charlie,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Gloss Neon Red frame with white deep dish wheels.</p>
<p>Is there anything more timeless than a little red bicycle? With its deep dish white wheels, the Charlie is a contemporary spin on the American classic.</p>",Pure Fix Cycles,Fixed Gear Bicycle,"50cm, 54cm, 58cm, Bicycle, Bicycles, Bike, Black, College Fixie, Fixed Gear, Fixie, Pure Fix Cycles, Red, Urban Fixie",329,https://cdn.shopify.com/s/files/1/0923/8062/products/CHARLIE_2015_SEAMLESS_SIDE_WEB_bc823b9f-4ec7-40f2-a345-cc41c55e9ec8.jpeg?v=1442433423
pure-fix-premium-water-bottle,Pure Fix Premium Water Bottle,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Thirst is the worst, crush it with the Pure Fix Premium Water Bottle!  These 21-oz bottles are built on the Specialized Little Big Mouth platform, so they're road-tested and ready to ride in any standard bottle holder.  The transparent body makes it easy to check your hydration level on the fly, keeps your drinks fresher and cooler than opaque bottles, and the spill-free cap guarantees you'll only get your drinks where you want them!  Add one of these bad boys to your bike and leave your thirst at home.</p>
<p><strong>Capacity: 21oz</strong></p>",Pure Fix Cycles,Water Bottle,"Accessories, Black, Bottles and Cages, Water Bottle",9.99,https://cdn.shopify.com/s/files/1/0923/8062/products/WaterBottle_Blue_White_Web_2d43e91f-27ee-425f-8e9f-a2d5e03c2cef.jpeg?v=1438624608
planet-bike-superflash-taillight,SuperFlash Taillight,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Planet Bike SuperFlash Taillight</h3>
<p>Three words: Super. Flash. Turbo. The bike industry’s no stranger to buzzword-stuffed product names, but this one actually delivers. Boasting a beefy 1-Watt LED, this taillight is visible from over a mile away! Use it in steady-mode for group rides, or in Turbo-flash mode to get the attention you need on the streets. This thing’s bright enough to be seen in broad daylight and, with up to 100 hours of run time on two AA batteries, you’ll never have to ride without it!</p>",Planet Bike,Light,"Accessories, Alloy, Black, Essential, Essentials, Light, Lights, Pure Fix Cycles, Safety, Safety Gear",28.99,https://cdn.shopify.com/s/files/1/0923/8062/products/planet-bike-superflash-taillight-WEB.jpeg?v=1438624606
aviator-afterburner,Aviator + Afterburner,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Your lights should last forever. Weather, thieves, bumpy roads, dead batteries; there’s a seemingly endless list of things that can cut the lives of lights short, so Fortified designed their Aviator/Afterburner combo to be a pair that never needs to be replaced. Waterproof, shockproof, rechargeable, and mounted with custom bolts to prevent theft, this dynamic duo is ready for whatever the streets throw their way. The best part? Fortified is so committed to the concept that their lights should last forever that if anything does defeat them, they’ll replace ‘em for you! These are the last lights you'll ever need to buy.</p>
<!-- col-row -->
<div class=""col-row"">
<div class=""col33"">
<h3>Forever Promise</h3>
<p>Custom bolts lock the lights to your frame, while an aluminum fuselage makes them waterproof and shockproof. And if anything does ever happen to them, we replace 'em.</p>
</div>
<div class=""col33"">
<h3>USB Rechargeable</h3>
<p>We spent nearly 2 years engineering a custom cell that works for the city. To recharge, simply pop out the special battery and plug it into any USB port.</p>
</div>
<div class=""col33"">
<h3>Extended Battery</h3>
<p>To keep recharging to a minimum, we focused on milliamp hours and circuit efficiency.</p>
</div>
</div>
<!-- end col-row -->
<div class=""row""><center><img src=""https://cdn.shopify.com/s/files/1/0081/1222/files/slide1.jpg?5938144500236805081"" alt=""fortified bike light"" class=""bordered""></center></div>",Fortified,Light,"Accessories, ess, Essential, Essentials, Lights, Safety, Safety Gear",99,https://cdn.shopify.com/s/files/1/0923/8062/products/track-item_0000_AVAB_Angle.jpeg?v=1438624599
messenger-mini-u-lock,Messenger Mini U-lock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>When you’re a messenger, your ride is your life. If your bike gets jacked, you’re not making your runs, not getting paid, and not eating dinner. Kryptonite knows what’s up, and they designed the messenger collection for folks that need to trust their locks with their livelihoods. Hardened steel, beefed up defense against leverage attacks, and an extra-U so you can lock (and unlock) your frame and a wheel quickly make this lock tough enough for the meanest streets. Because you don’t have to be a messenger to love your bike, but now you can protect it like one.</p>
<h3>Specs:</h3>
<ul>
<li>11mm hardened MAX-Performance steel shackle provides a lighter weight lock with the same security as the Kryptonite EV Mini 5, 7, or 9</li>
<li>Increased shackle dimensions allow for flexibility with lock-up</li>
<li>Wheel extender provides secondary protection for front or rear wheel</li>
<li>Reinforced cuff over crossbar and cylinder for added security</li>
<li>High security, DuoCore cylinder</li>
<li>Bent Foot™ shackle design for ease of use</li>
<li>Center keyway defends against leverage attacks</li>
<li>2 stainless steel keys with coiled wrist key chains</li>
<li>Kryptonite Key Safe Program</li>
<li>Kryptonite Anti-Theft Protection eligible (up to $2000)</li>
</ul>",Kryptonite,Lock,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear, Tool, Tools and Maintenance",85.95,https://cdn.shopify.com/s/files/1/0923/8062/products/Kryptonite-Messenger-U-Lock-WEB.jpeg?v=1438624594
warranty-item,Warranty Item,<p></p>,Pure Fix Cycles,,,1,
segment-helmet,Segment Helmet,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The classic “skate-style” helmet just got better!  Bell took the sleek look you love and added some head-hugging flexibility to make a helmet that feels more like a cap than a foam bucket.  How?  Inside, EPS foam inserts are connected by a reinforcing skeleton for a comfortable fit that conforms to your dome!  All that and (of course) it meets bike safety standards, making the Segment the perfect cocktail of comfort, protection and style. </p>
<div class=""textile"">
<h4>Specs</h4>
<ul>
<li>Bell FormFit</li>
<li>8 vents</li>
<li>CPSC Bicycle Certified</li>
<li>CE EN1078 Certified</li>
<li>ASTM F2032 Certified</li>
<li>ASTM F1492-08 Certified</li>
<li>410 grams</li>
</ul>
</div>",Giro,Helmet,"Accessories, Black, Essential, Essentials, Helmet, Helmets, Safety, Safety Gear",55,https://cdn.shopify.com/s/files/1/0923/8062/products/segment-helmet-WEB.jpeg?v=1438624592
kryptonite-messenger-chain-and-molly-lock,Kryptonite Messenger Chain and Molly Lock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>When you’re a messenger, your ride is your life. If your bike gets jacked, you’re not making your runs, not getting paid, and not eating dinner. Kryptonite knows what’s up, and they designed the messenger collection for folks that need to trust their locks with their livelihoods. This lock is 6-plus pounds of “keep your hands off my stuff”. The beefiest chain we’ve ever carried, stacked with anti-theft security features, and topped off with a padlock that looks like it eats bike thieves for breakfast. Because you don’t have to be a messenger to love your bike, but now you can protect it like one.</p>",Kryptonite,Lock,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear, Tools and Maintenance",76.95,https://cdn.shopify.com/s/files/1/0923/8062/products/Kryptonite-Messenger-Chain-and-Molly-Lock.jpeg?v=1438624590
park-tool-ib-3-multitool,Park Tool IB-3 Multitool,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>When something goes wrong on your ride, and you have the right tools to fix it, you’re prepared. When something goes wrong on someone else’s ride and you have the right tools to fix it, you’re a hero. And once that’s happened a few times, you’ll stop leaving the house without your Park Tool Mini Fold-Up. I mean, does Clark Kent leave the house without wearing his Superman PJs underneath his clothes? No, he doesn’t. Busted chain? Got it. Hex wrenches? Boatloads of ‘em. What’s a star driver? Who cares, boom, T25! Check out the specs below to see everything packed into this tiny trove, and pop one in your saddlebag so you can ride without sweating what the street might throw your way.</p>",Park Tool,Tools,"Accessories, Tools",25,https://cdn.shopify.com/s/files/1/0923/8062/products/Park-Tool-IB-3-Multitool-alt.jpeg?v=1438624588
kodiak-mini-usb-power-bank,Kodiak Mini - USB Power Bank,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Packs a Punch</h3>
<p>Don't let the Kodiak Mini's size fool you; this bad mama jama packs a serious punch. With 2600mAh of rechargeable lithium-ion battery power, it will charge most phones more than once fully, your GoPro® and Vape Pen more than twice, and your TUI Headphones a whole bunch of times. toting around this much power so easily</p>",Outdoor Tech,USB Charger,"Accessories, Essentials, Phone Accessories",24.99,https://cdn.shopify.com/s/files/1/0923/8062/products/KODIAK-MINI-CHARGER_WEB_0000_Layer_6.jpeg?v=1438624585
